,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
1011,"To my fellow young farmers who would like to keep tracker of their farm records most especially dairy farming, I wo… https://t.co/TEWWRi1NIb",to my fellow young farmers who would like to keep tracker of their farm records most especially dairy farming  i wo   ,0.19999999999999998,0.6333333333333333,positive,0.0,0.884,0.116,0.3612
1012,"A fifth-generation Florida dairy farmer says that from PMVAP to immigration reform, there are real missed opportuni… https://t.co/3rUkS2cL4w",a fifth generation florida dairy farmer says that from pmvap to immigration reform  there are real missed opportuni   ,0.2,0.30000000000000004,negative,0.121,0.879,0.0,-0.296
1013,"RT @DairyForward: As we approach #JuneDairyMonth, be sure to beef up your farm security protocols from animal activists. @animalag shares t…", as we approach  junedairymonth  be sure to beef up your farm security protocols from animal activists    shares t ,0.5,0.8888888888888888,positive,0.0,0.67,0.33,0.7096
1014,"As we approach #JuneDairyMonth, be sure to beef up your farm security protocols from animal activists. @animalag sh… https://t.co/g7RoR5fwuP",as we approach  junedairymonth  be sure to beef up your farm security protocols from animal activists    sh   ,0.5,0.8888888888888888,positive,0.0,0.761,0.239,0.5719
1015,"Newest listing, see it here: Stevens' farm (Normanskill Dairy) outbuildings, Albany NY by ElevenImages… https://t.co/87ucswyuP5",newest listing  see it here  stevens  farm  normanskill dairy  outbuildings  albany ny by elevenimages   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1016,"It's weird that eggs and dairy get lumped together. I mean, I know there's probably farm and freshness reasons, but… https://t.co/S2j5SR4ARc",it s weird that eggs and dairy get lumped together  i mean  i know there s probably farm and freshness reasons  but   ,-0.40625,0.84375,negative,0.074,0.926,0.0,-0.09
1017,Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neg… https://t.co/dpyXZgdixL,will you join me and sign this petition  an investigation by   equality has revealed extreme violence and neg   ,-0.125,1.0,negative,0.184,0.717,0.099,-0.4404
1018,RT @JamesOigara: @WKUCEBS Dr.Oigara's class ELED 407  took a field trip to WKU farm to learn about value of farming and experience first-ha…,   dr oigara s class eled 407  took a field trip to wku farm to learn about value of farming and experience first ha ,0.25,0.3333333333333333,positive,0.0,0.798,0.202,0.5859
1019,@andrewzimmern The best burger I’ve ever eaten was at an Icelandic restaurant that had a dairy and beef farm on sit… https://t.co/txqKIhzBs1,  the best burger i ve ever eaten was at an icelandic restaurant that had a dairy and beef farm on sit   ,1.0,0.3,positive,0.0,0.811,0.189,0.6369
1020,"What a great day for NPHS Culinary Arts 2 field trip to Marcoot Jersey Dairy Farm.  Robotic cow milking, cheese mak… https://t.co/9moDgyeY87",what a great day for nphs culinary arts 2 field trip to marcoot jersey dairy farm   robotic cow milking  cheese mak   ,0.1416666666666667,0.2791666666666667,positive,0.0,0.814,0.186,0.6249
1021,"RT @McDonaldsUKNews: Last week, we launched our Reframing Nature pilot programme in partnership with @tweet_kmc, with the aim of helping in…", last week  we launched our reframing nature pilot programme in partnership with   kmc  with the aim of helping in ,0.0,0.06666666666666667,positive,0.0,0.821,0.179,0.4019
1022,RT @JamesOigara: @WKUCEBS Dr.Oigara's class ELED 407  took a field trip to WKU farm to learn about value of farming and experience first-ha…,   dr oigara s class eled 407  took a field trip to wku farm to learn about value of farming and experience first ha ,0.25,0.3333333333333333,positive,0.0,0.798,0.202,0.5859
1023,@nmpf Farmer Focus profiles Massachusetts’ Fletcher Farm and the dairy’s commitment to its community. #dairynews https://t.co/buGGwmPmK0,  farmer focus profiles massachusetts  fletcher farm and the dairy s commitment to its community   dairynews  ,0.0,0.0,positive,0.0,0.833,0.167,0.3818
1024,@WKUCEBS Dr.Oigara's class ELED 407  took a field trip to WKU farm to learn about value of farming and experience f… https://t.co/GGB8G2K4CT,  dr oigara s class eled 407  took a field trip to wku farm to learn about value of farming and experience f   ,0.0,0.0,positive,0.0,0.882,0.118,0.34
1025,@rocktanbangwool i’ve been on a dairy farm ONCE and it was such a terrible experience the smell was literally trapped in my throat,  i ve been on a dairy farm once and it was such a terrible experience the smell was literally trapped in my throat,-0.39999999999999997,0.5,negative,0.265,0.735,0.0,-0.7579
1026,"@jjeonfilms my elementary school was adjacent to a dairy farm so whenever we went to recess it smelled like manure,… https://t.co/CGUV48kYXa",  my elementary school was adjacent to a dairy farm so whenever we went to recess it smelled like manure    ,0.3,0.9,positive,0.0,0.872,0.128,0.3612
1027,RT @tritchayne: We're now offering 10% off for w/c Saturday 7th May so why not book yourself a bargain and come and see the beautiful cherr…, we re now offering 10  off for w c saturday 7th may so why not book yourself a bargain and come and see the beautiful cherr ,0.85,1.0,positive,0.06,0.793,0.147,0.5119
1028,"Duck Run Natural Cemetery in the Shenandoah Valley of Virginia, part of a 113-acre working dairy farm. The building… https://t.co/CEZaKg0vEg",duck run natural cemetery in the shenandoah valley of virginia  part of a 113 acre working dairy farm  the building   ,0.1,0.4,positive,0.0,0.878,0.122,0.3612
1029,@Sujataganguly13 Real tough journey. Been on it 4 months for 10 kg.. 5 more to go. All tastes given up incl dairy a… https://t.co/ualZGe6G7u,  real tough journey  been on it 4 months for 10 kg   5 more to go  all tastes given up incl dairy a   ,-0.041666666666666685,0.75,negative,0.077,0.923,0.0,-0.128
1030,"RT @scotdairyhub: Join AHDB at The Crichton Farm, Dumfries where you will have the chance to meet with industry experts who will be sharing…", join ahdb at the crichton farm  dumfries where you will have the chance to meet with industry experts who will be sharing ,0.0,0.0,positive,0.0,0.731,0.269,0.7184
1031,"TN visa workers sue dairy farm for promising work as Animal Scientists, but then placing them in general labor. The… https://t.co/Ere9RxKSlo",tn visa workers sue dairy farm for promising work as animal scientists  but then placing them in general labor  the   ,0.125,0.5,positive,0.0,0.911,0.089,0.2144
1032,"Benefits of Cobiotex bedding improver on your farm! 🐮

Shop Cobiotex directly from our website.

#dairy #farmlife… https://t.co/WMcHpzbWLX",benefits of cobiotex bedding improver on your farm     shop cobiotex directly from our website    dairy  farmlife   ,0.1,0.4,positive,0.0,0.722,0.278,0.6597
1033,"@sadhana70 @mybmc @AUThackeray @CMOMaharashtra Location: Amar Prabha Apartments 
Near Sardar dairy farm

Is the exa… https://t.co/P3HD2rH6OC",        location  amar prabha apartments  near sardar dairy farm  is the exa   ,0.1,0.4,neutral,0.0,1.0,0.0,0.0
1034,We're now offering 10% off for w/c Saturday 7th May so why not book yourself a bargain and come and see the beautif… https://t.co/mLDEDALNE0,we re now offering 10  off for w c saturday 7th may so why not book yourself a bargain and come and see the beautif   ,0.0,0.0,negative,0.07,0.93,0.0,-0.1511
1035,O'Connor's dairy farm in Ardagh article in @AgrilandIreland - we provided dairy grip slats for the 150 ft and 130 f… https://t.co/nU3wLxLPgX,o connor s dairy farm in ardagh article in     we provided dairy grip slats for the 150 ft and 130 f   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1036,"Last week, we launched our Reframing Nature pilot programme in partnership with @tweet_kmc, with the aim of helping… https://t.co/gBvAMDy8h2",last week  we launched our reframing nature pilot programme in partnership with   kmc  with the aim of helping   ,0.0,0.06666666666666667,positive,0.0,0.812,0.188,0.4019
1037,RT @nmpf: Dairy doesn't just build health. It builds communities as well. See how @cabotcheese Agri-Mark member Fletcher Farm makes Southam…, dairy doesn t just build health  it builds communities as well  see how   agri mark member fletcher farm makes southam ,0.0,0.0,positive,0.0,0.896,0.104,0.2732
1038,RT @nmpf: Dairy doesn't just build health. It builds communities as well. See how @cabotcheese Agri-Mark member Fletcher Farm makes Southam…, dairy doesn t just build health  it builds communities as well  see how   agri mark member fletcher farm makes southam ,0.0,0.0,positive,0.0,0.896,0.104,0.2732
1039,Dairy doesn't just build health. It builds communities as well. See how @cabotcheese Agri-Mark member Fletcher Farm… https://t.co/SDaRXom2Mv,dairy doesn t just build health  it builds communities as well  see how   agri mark member fletcher farm   ,0.0,0.0,positive,0.0,0.884,0.116,0.2732
1040,@nitin_gadkari sir mazya dairy farm साठी madat कराल का सर????,  gadkari sir mazya dairy farm      madat               ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1041,"Meet the team at @farmerbarnes Dairy!  🐮

As well as being one of our fantastic suppliers, they’re a proud British… https://t.co/Cb0RzQAEQl",meet the team at   dairy      as well as being one of our fantastic suppliers  they re a proud british   ,0.4000000000000001,0.6333333333333333,positive,0.0,0.63,0.37,0.8316
1042,"@bcgolfsuper @DanWuori Oh, I did that too. It was a dairy farm, and it was full on charity work. Still loved it though.",    oh  i did that too  it was a dairy farm  and it was full on charity work  still loved it though ,0.5249999999999999,0.675,positive,0.0,0.717,0.283,0.7717
1043,@espiteau Sir Im from Ohio. I’m a horse girl. My friends did 4H I’ve been on farms. Shit I even toured OSU’s dairy… https://t.co/MYHud7Js86,  sir im from ohio  i m a horse girl  my friends did 4h i ve been on farms  shit i even toured osu s dairy   ,-0.2,0.8,negative,0.152,0.717,0.131,-0.128
1044,@SaltyBezerker @True80sKid @kcamp3 @RebeccaforWA Failed? Never took it most likely. Obviously has never owned a sma… https://t.co/RtSBlGERtz,        failed  never took it most likely  obviously has never owned a sma   ,0.0,0.575,negative,0.248,0.752,0.0,-0.5106
1045,"@MonarchFisher @mesa580 @snopes Exactly
and ironically
meat and dairy, all of which are filled with hormones and an… https://t.co/STYChx4DoU",      exactly and ironically meat and dairy  all of which are filled with hormones and an   ,0.325,0.575,neutral,0.0,1.0,0.0,0.0
1046,The May Agriview All-Access is out!: #farm24vt - No-Mow-May! - Fantastic Farmer Application Open - 2021 Working Lan… https://t.co/4CnDHq2vdj,the may agriview all access is out    farm24vt   no mow may    fantastic farmer application open   2021 working lan   ,0.2,0.7,positive,0.101,0.734,0.165,0.34
1047,"Check out the business case here:
https://t.co/u7O47SoXBw",check out the business case here   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1048,RT @nutritionbymia: Join me this Wednesday as I host a virtual tour of Middle Tennessee University Dairy farm for an inside look into moder…, join me this wednesday as i host a virtual tour of middle tennessee university dairy farm for an inside look into moder ,0.0,0.0,positive,0.0,0.896,0.104,0.296
1049,"RT @AitchMatty: If ya passing Warren/Conway , pop in to my pals coffee shop , he’s done up with the original dairy farm sign 🙏🏻😎 https://t.…", if ya passing warren conway   pop in to my pals coffee shop   he s done up with the original dairy farm sign      ,0.375,0.75,positive,0.0,0.897,0.103,0.3182
1050,Join me this Wednesday as I host a virtual tour of Middle Tennessee University Dairy farm for an inside look into m… https://t.co/SsqTxm0R4c,join me this wednesday as i host a virtual tour of middle tennessee university dairy farm for an inside look into m   ,0.0,0.0,positive,0.0,0.891,0.109,0.296
1051,"RT @CubaReport: The #USACC #Agriculture Business Conference to Cuba was a win for #US Agriculture: By @PaulUSACC
Participants included the…", the  usacc  agriculture business conference to cuba was a win for  us agriculture  by   participants included the ,0.8,0.4,positive,0.0,0.798,0.202,0.5859
1052,"RT @DingliLaurent: ""Hold your mouth"", ""you're fucked"", ""well done"": insults, kicks, punches and sticks... that's what the dairy calves of t…",  hold your mouth    you re fucked    well done   insults  kicks  punches and sticks    that s what the dairy calves of t ,-0.6,0.7,negative,0.285,0.632,0.083,-0.7269
1053,"@Scoutdwriter I plan on visiting a dairy farm store today. Milk, cheese, buttermilk, and an ice cream cone for the ride home. 😋",  i plan on visiting a dairy farm store today  milk  cheese  buttermilk  and an ice cream cone for the ride home   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1054,"How managing a 20,000-cow operation in Saudi put this farmer in a position to set up his own dairy farm… https://t.co/246lmrazyJ",how managing a 20 000 cow operation in saudi put this farmer in a position to set up his own dairy farm   ,0.23333333333333334,0.5833333333333334,neutral,0.0,1.0,0.0,0.0
1055,"The #USACC #Agriculture Business Conference to Cuba was a win for #US Agriculture: By @PaulUSACC
Participants inclu… https://t.co/Xs93FP04jS",the  usacc  agriculture business conference to cuba was a win for  us agriculture  by   participants inclu   ,0.8,0.4,positive,0.0,0.787,0.213,0.5859
1056,"RT @FarooqSoomroFS1: ڪٻر / Mena 
Acridotheres tristis
Today recorded her voices during our dairy farm @ Gadap, Malir visit.
@Masoodlohar @J…",       mena  acridotheres tristis today recorded her voices during our dairy farm   gadap  malir visit      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1057,"RT @georgediano: @GSaruni Seems you're new on my timeline. I've done threads while attending to my tomato farm, capsicumd, tree nurseries &amp;…",   seems you re new on my timeline  i ve done threads while attending to my tomato farm  capsicumd  tree nurseries  amp  ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
1058,@AudacityofGoats @TomWFerguson2 Wow! We went to a dairy farm.,    wow  we went to a dairy farm ,0.1,1.0,positive,0.0,0.568,0.432,0.5859
1059,Extreme violence and neglect on a UK dairy farm has been uncovered by an @animal_equality undercover investigation.… https://t.co/UXNySPTxfG,extreme violence and neglect on a uk dairy farm has been uncovered by an   equality undercover investigation    ,-0.125,1.0,negative,0.336,0.664,0.0,-0.7964
1060,RT @SalesianAg: Incorporating #Clover this morning on dairy &amp; drystock paddocks. Being drilled with Moore Unidrill at 3kgs per acre #Sustai…, incorporating  clover this morning on dairy  amp  drystock paddocks  being drilled with moore unidrill at 3kgs per acre  sustai ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1061,Stephen Robb runs through the numbers of a solar PV system on a 100-cow and 300-cow dairy farm. https://t.co/vSbQrU2L32,stephen robb runs through the numbers of a solar pv system on a 100 cow and 300 cow dairy farm   ,-0.13333333333333333,0.16666666666666666,neutral,0.0,1.0,0.0,0.0
1062,MULTI ADSBX MANOEUVRING ALERT : At time Mon Apr 25 13:51:15 2022 #CWL40    was likely to be manoeuvring at FL110 7n… https://t.co/nb2zTOlocU,multi adsbx manoeuvring alert   at time mon apr 25 13 51 15 2022  cwl40    was likely to be manoeuvring at fl110 7n   ,0.0,1.0,positive,0.0,0.905,0.095,0.296
1063,"@GSaruni Seems you're new on my timeline. I've done threads while attending to my tomato farm, capsicumd, tree nurs… https://t.co/dTFTd2Jkl2",  seems you re new on my timeline  i ve done threads while attending to my tomato farm  capsicumd  tree nurs   ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
1064,@Kilsally @KilclooneyJohn However an audit trail will not be of any use if you achieve your  Brexit. The farm gate… https://t.co/Y5JpzXnocw,    however an audit trail will not be of any use if you achieve your  brexit  the farm gate   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1065,"RT @FarooqSoomroFS1: ڪٻر / Mena 
Acridotheres tristis
Today recorded her voices during our dairy farm @ Gadap, Malir visit.
@Masoodlohar @J…",       mena  acridotheres tristis today recorded her voices during our dairy farm   gadap  malir visit      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1066,"RT @ArundelsN: Anyone know of any Sheffield cycle parking grants to help Sheffield favourite dairy farm upgrade their parking?

@SheffLibDe…", anyone know of any sheffield cycle parking grants to help sheffield favourite dairy farm upgrade their parking     ,0.0,0.0,positive,0.0,0.765,0.235,0.5574
1067,"RT @jesalkotharibjp: Today 23rd April Voter registration camp 

Was at
Opp Parsi Dairy Farm, 1st Lane, Hindu Colony,  Dadar-14  

#Ward177…", today 23rd april voter registration camp   was at opp parsi dairy farm  1st lane  hindu colony   dadar 14     ward177 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1068,@RogerDowald1 @denny_robert 1/2 Good question. I will be pleasantly surprised if there are any. I grew up on a dair… https://t.co/6ygMosOsg0,    robert 1 2 good question  i will be pleasantly surprised if there are any  i grew up on a dair   ,0.39999999999999997,0.75,positive,0.0,0.603,0.397,0.7845
1069,"The farm, which previously operated as a dairy enterprise, extends to around 140ac of grazing ground.... https://t.co/5PVYHUiclP",the farm  which previously operated as a dairy enterprise  extends to around 140ac of grazing ground      ,-0.16666666666666666,0.16666666666666666,positive,0.0,0.903,0.097,0.128
1070,"RT @IrelandsFarmers: I’m also proud to be a Dairy Farm Ambassador for the @NDC_ie. 

The #FromTheGroundUp campaign featured myself, our cow…", i m also proud to be a dairy farm ambassador for the   ie    the  fromthegroundup campaign featured myself  our cow ,0.33333333333333337,0.5833333333333334,positive,0.0,0.838,0.162,0.4767
1071,"@AlExtraBM @errolbsk Sadly no, there's a difference between farm work and farm management. I agree with the peanut… https://t.co/3Hf8m8i2Ru",    sadly no  there s a difference between farm work and farm management  i agree with the peanut   ,0.25,1.0,negative,0.27,0.595,0.135,-0.3612
1072,"ڪٻر / Mena 
Acridotheres tristis
Today recorded her voices during our dairy farm @ Gadap, Malir visit.
@Masoodlohar… https://t.co/HN58DKeW1f",      mena  acridotheres tristis today recorded her voices during our dairy farm   gadap  malir visit      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1073,"RT @XHNews: Due to dairy farm scarcity, the only dairy plant in eastern Afghanistan Khatiz Labaniat (Eastern Dairy) depends partly on colle…", due to dairy farm scarcity  the only dairy plant in eastern afghanistan khatiz labaniat  eastern dairy  depends partly on colle ,-0.0625,0.6875,neutral,0.0,1.0,0.0,0.0
1074,USDA released their Milk Production Data for March and just like that NYS is now the fifth largest dairy state. Sad… https://t.co/LfOqoqJZ4n,usda released their milk production data for march and just like that nys is now the fifth largest dairy state  sad   ,-0.5,1.0,negative,0.126,0.772,0.102,-0.1531
1075,"RT @Reuters: Cows get their first chance to roam the green fields of a dairy farm in southern Sweden following a long, dark winter cooped u…", cows get their first chance to roam the green fields of a dairy farm in southern sweden following a long  dark winter cooped u ,-0.025000000000000005,0.25555555555555554,positive,0.0,0.909,0.091,0.25
1076,@polly_speight Personally I believe it is possible to farm meat and dairy in a way which is responsible and ethical… https://t.co/6aGWlRl3PM,  speight personally i believe it is possible to farm meat and dairy in a way which is responsible and ethical   ,0.1,0.6125,positive,0.0,0.741,0.259,0.6808
1077,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1078,"As a suckler cow, Thomas believes the Limousin-cross from the dairy herd is hard to beat #Sponsored https://t.co/bc14OJO3xy",as a suckler cow  thomas believes the limousin cross from the dairy herd is hard to beat  sponsored  ,-0.1416666666666667,0.23611111111111108,negative,0.08,0.92,0.0,-0.1027
1079,"I’m also proud to be a Dairy Farm Ambassador for the @NDC_ie. 

The #FromTheGroundUp campaign featured myself, our… https://t.co/D7QVpU0B0v",i m also proud to be a dairy farm ambassador for the   ie    the  fromthegroundup campaign featured myself  our   ,0.8,1.0,positive,0.0,0.829,0.171,0.4767
1080,@CROWSPLAY1 Small family farms were destroyed purposely through the Dept of Agriculture. I myself worked on a Farm… https://t.co/XARYt1qis8,  small family farms were destroyed purposely through the dept of agriculture  i myself worked on a farm   ,-0.25,0.4,negative,0.186,0.814,0.0,-0.4939
1081,The EU Commission will not sign off on the CAP as dairy sector growth “has had very substantial implications for ag… https://t.co/0U8NtU3dRv,the eu commission will not sign off on the cap as dairy sector growth  has had very substantial implications for ag   ,0.2,0.3,positive,0.0,0.802,0.198,0.5709
1082,Cow Girl - contemporary british romantic comedy about a Yorkshire dairy farm with a lesbian heroine by Kirsty Eyre.… https://t.co/E84NUFJUbU,cow girl   contemporary british romantic comedy about a yorkshire dairy farm with a lesbian heroine by kirsty eyre    ,0.008333333333333331,0.20833333333333331,positive,0.0,0.594,0.406,0.836
1083,"#BigAg tries to #greenwash burning #methane from manure as a way to cut carbon emissions, but this factory farm gas… https://t.co/3hdhKKyDei", bigag tries to  greenwash burning  methane from manure as a way to cut carbon emissions  but this factory farm gas   ,-0.1,0.4,negative,0.169,0.831,0.0,-0.3506
1084,RT @AgribusinessZim: The best dairy cow in Europe may produce less milk in most parts of Africa because the environment may not support ful…, the best dairy cow in europe may produce less milk in most parts of africa because the environment may not support ful ,0.30000000000000004,0.2583333333333333,positive,0.085,0.756,0.159,0.4482
1085,Extreme violence and neglect on a UK dairy farm has been uncovered by an @animal_equality undercover investigation.… https://t.co/5Ty4RQ53Ij,extreme violence and neglect on a uk dairy farm has been uncovered by an   equality undercover investigation    ,-0.125,1.0,negative,0.336,0.664,0.0,-0.7964
1086,"@blueice514 No dear, eating dairy farm chickens makes them adults in 10 years.",  no dear  eating dairy farm chickens makes them adults in 10 years ,0.0,0.0,positive,0.149,0.676,0.176,0.1027
1087,"RT @ArundelsN: Anyone know of any Sheffield cycle parking grants to help Sheffield favourite dairy farm upgrade their parking?

@SheffLibDe…", anyone know of any sheffield cycle parking grants to help sheffield favourite dairy farm upgrade their parking     ,0.0,0.0,positive,0.0,0.765,0.235,0.5574
1088,"@lowerloxleyfarm In Derbyshire, on sandy soil, so very few if any Badgers, I regularly saw Curlew attempt nesting o… https://t.co/uhdxhbweeb",  in derbyshire  on sandy soil  so very few if any badgers  i regularly saw curlew attempt nesting o   ,-0.13,0.10346153846153847,neutral,0.0,1.0,0.0,0.0
1089,RT @LTAtrafficnews: Flood Risk on BKE (towards Woodlands) after Dairy Farm Rd Exit. Avoid lanes 2 and 3, flood risk on bke  towards woodlands  after dairy farm rd exit  avoid lanes 2 and 3,0.0,0.0,negative,0.264,0.736,0.0,-0.5106
1090,[Notice-LTA] Flood Risk on BKE (towards Woodlands) after Dairy Farm Rd Exit. Avoid lanes 2 and 3 #SG_Alerts (18:21), notice lta  flood risk on bke  towards woodlands  after dairy farm rd exit  avoid lanes 2 and 3  sg alerts  18 21 ,0.0,0.0,negative,0.193,0.807,0.0,-0.5106
1091,[Notice-LTA] Flood Risk on BKE (towards Woodlands) after Dairy Farm Rd Exit #SG_Alerts (18:21), notice lta  flood risk on bke  towards woodlands  after dairy farm rd exit  sg alerts  18 21 ,0.0,0.0,negative,0.116,0.884,0.0,-0.2732
1092,Flood Risk on BKE (towards Woodlands) after Dairy Farm Rd Exit. Avoid lanes 2 and 3,flood risk on bke  towards woodlands  after dairy farm rd exit  avoid lanes 2 and 3,0.0,0.0,negative,0.264,0.736,0.0,-0.5106
1093,Flood Risk on BKE (towards Woodlands) after Dairy Farm Rd Exit,flood risk on bke  towards woodlands  after dairy farm rd exit,0.0,0.0,negative,0.174,0.826,0.0,-0.2732
1094,Anyone know of any Sheffield cycle parking grants to help Sheffield favourite dairy farm upgrade their parking?… https://t.co/tm5Z0VQdMi,anyone know of any sheffield cycle parking grants to help sheffield favourite dairy farm upgrade their parking    ,0.0,0.0,positive,0.0,0.765,0.235,0.5574
1095,@Madlala_TM @errolbsk Good question. Programs like the Esrina dairy farm were supposed to help people benefit. Unfo… https://t.co/EKdAR9jBK5,  tm   good question  programs like the esrina dairy farm were supposed to help people benefit  unfo   ,0.7,0.6000000000000001,positive,0.0,0.519,0.481,0.8779
1096,RT @Nestle: Go behind the scenes with @BISouthAfrica and discover how our local teams are helping a community dairy farm in South Africa im…, go behind the scenes with   and discover how our local teams are helping a community dairy farm in south africa im ,-0.2,0.35,positive,0.0,0.896,0.104,0.296
1097,RT @Nestle: Go behind the scenes with @BISouthAfrica and discover how our local teams are helping a community dairy farm in South Africa im…, go behind the scenes with   and discover how our local teams are helping a community dairy farm in south africa im ,-0.2,0.35,positive,0.0,0.896,0.104,0.296
1098,Mr O’Riordan talks through why grazing is a good option for robotic farmers and how it works on his farm 👇… https://t.co/JfLUR7UjCV,mr o riordan talks through why grazing is a good option for robotic farmers and how it works on his farm     ,0.3,0.4,positive,0.0,0.861,0.139,0.4404
1099,"If ya passing Warren/Conway , pop in to my pals coffee shop , he’s done up with the original dairy farm sign 🙏🏻😎 https://t.co/5mUzMP3Hyf",if ya passing warren conway   pop in to my pals coffee shop   he s done up with the original dairy farm sign      ,0.375,0.75,positive,0.0,0.897,0.103,0.3182
1100,We deliver farm fresh pure cow milk &amp; Unadulterated Dairy Product with no preservatives in naturally fresh conditio… https://t.co/MxqKlTh1hZ,we deliver farm fresh pure cow milk  amp  unadulterated dairy product with no preservatives in naturally fresh conditio   ,0.21619047619047618,0.47333333333333333,positive,0.101,0.688,0.211,0.34
1101,Go behind the scenes with @BISouthAfrica and discover how our local teams are helping a community dairy farm in Sou… https://t.co/EDfwYvZVYt,go behind the scenes with   and discover how our local teams are helping a community dairy farm in sou   ,-0.2,0.35,positive,0.0,0.885,0.115,0.296
1102,Youngstock management as “the key for everything”? Perceived value of calves and the role of calf performance monit… https://t.co/dCCQiQvDGG,youngstock management as  the key for everything   perceived value of calves and the role of calf performance monit   ,0.0,1.0,positive,0.0,0.876,0.124,0.34
1103,@FintanDamer @whittledaway Where I live and where you speak about are 2 very different places. As a farmer I need t… https://t.co/uKKtXkti03,    where i live and where you speak about are 2 very different places  as a farmer i need t   ,0.06818181818181818,0.64,neutral,0.0,1.0,0.0,0.0
1104,"Here we start the week with a farming tip.

Want to know more about Dairy Geyser? call us @0872362397

Visit us:… https://t.co/8cNT9sn7H1",here we start the week with a farming tip   want to know more about dairy geyser  call us    visit us    ,0.5,0.5,positive,0.0,0.933,0.067,0.0772
1105,"@rovercrc @CryptoSeaTech $2,500 that's almost 290,000 Kenyan Shillings. Enough for me to set up a dairy farm I've b… https://t.co/S2ra1b03Kh",     2 500 that s almost 290 000 kenyan shillings  enough for me to set up a dairy farm i ve b   ,0.0,0.5,neutral,0.0,1.0,0.0,0.0
1106,"RT @FsrtfP: If you are interest in dairy #goat farming for milk production , like and retweet! https://t.co/fRaYYT5HVC", if you are interest in dairy  goat farming for milk production   like and retweet   ,0.0,0.0,positive,0.0,0.686,0.314,0.6705
1107,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
1108,RT @Benny282847102: Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neglect…, will you join me and sign this petition  an investigation by   equality has revealed extreme violence and neglect ,-0.125,1.0,negative,0.292,0.617,0.091,-0.7096
1109,"@HermanMashaba Remember VBS.
Remember power stations &amp; Hitachi.
Remember Vrede dairy farm.
Remember KZN drought rel… https://t.co/JpwJgX18uO",  remember vbs  remember power stations  amp  hitachi  remember vrede dairy farm  remember kzn drought rel   ,0.0,0.0,positive,0.0,0.773,0.227,0.6249
1110,@MeatmasterBW Remember I run a dairy farm so my cows are only with their mothers maximum 7-10 days. After that we f… https://t.co/GdIKsIiBwt,  remember i run a dairy farm so my cows are only with their mothers maximum 7 10 days  after that we f   ,0.0,1.0,neutral,0.0,1.0,0.0,0.0
1111,@AaronTide Yeah like construction or if you own a dairy farm.,  yeah like construction or if you own a dairy farm ,0.6,1.0,positive,0.0,0.598,0.402,0.5719
1112,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1113,RT @LauraMilesMrics: Happy World Earth Day!!! Every SHW region is having a locally sourced lunch. Luckily Crawley is surrounded by great fa…, happy world earth day    every shw region is having a locally sourced lunch  luckily crawley is surrounded by great fa ,0.48333333333333334,0.6458333333333334,positive,0.0,0.59,0.41,0.9022
1114,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1115,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1116,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
