,text,coord,place,hashtags,formatted_text,sentiment,neg,neu,pos,compound
115,"RT @nknewsorg: NEW: North Korea suggests treating COVID-19 symptoms by ""rinsing your mouth with salt water,"" ""eating and drinking dairy pro…",,,nan, NEW  North Korea suggests treating COVID 19 symptoms by  rinsing your mouth with salt water    eating and drinking dairy pro ,neutral,0.0,1.0,0.0,0.0
116,@imnobody_aj Dairy home สีแดงอร่อยยยยย https://t.co/DEPC1pO5Nl,,,nan,  aj Dairy home                 ,neutral,0.0,1.0,0.0,0.0
117,@Dangurangu @GracaOfDeus Creamy oat milk. No hormones from dairy milk.,,,nan,    Creamy oat milk  No hormones from dairy milk ,negative,0.239,0.761,0.0,-0.296
118,"Hi Dairy farmers.
Could someone give or DM me with a net/litre margin on grass based system?",,,nan,Hi Dairy farmers  Could someone give or DM me with a net litre margin on grass based system ,neutral,0.0,1.0,0.0,0.0
119,RT @himantabiswa: Chaired a meeting of Assam Govt officials &amp; representatives of National Dairy Development Board on the modalities of the…,,,nan, Chaired a meeting of Assam Govt officials  amp  representatives of National Dairy Development Board on the modalities of the ,neutral,0.0,1.0,0.0,0.0
120,@TheFace_Value @BobMustRetweet He literally posted a dairy industry study and article. So I combatted that with ano… https://t.co/hb9iAp4CIM,,,nan,  Value   He literally posted a dairy industry study and article  So I combatted that with ano   ,positive,0.0,0.844,0.156,0.34
121,Dairy calf class 🐮 @ayrcountyshow https://t.co/MEERPHWYby,,,nan,Dairy calf class      ,neutral,0.0,1.0,0.0,0.0
122,"12 Ways To Make Plant-Based Dairy Products at Home

#vegan #tips #healthy #plantbasedrecipes #plantbasedprotein… https://t.co/pd3ukkgBVa",,,"['vegan', 'tips', 'healthy', 'plantbasedrecipes', 'plantbasedprotein']",12 Ways To Make Plant Based Dairy Products at Home   vegan  tips  healthy  plantbasedrecipes  plantbasedprotein   ,positive,0.0,0.838,0.162,0.4019
123,"RT @kuttrapali26: Before Trolling Any Dark Skin Person For His/Her Skin Color, Remember Dairy Milk Has More Fan Following Compared To Milky…",,,nan, Before Trolling Any Dark Skin Person For His Her Skin Color  Remember Dairy Milk Has More Fan Following Compared To Milky ,positive,0.0,0.885,0.115,0.3804
124,"DAIRY STILL KILLS! 🥛🩸

Join an event near you as part of the @AJPReact #DAIRYSTILLKILLS campaig… https://t.co/6bJJbBwm9H",,,['DAIRYSTILLKILLS'],DAIRY STILL KILLS      Join an event near you as part of the    DAIRYSTILLKILLS campaig   ,negative,0.23,0.651,0.119,-0.4648
125,another day another dairy queen,,,nan,another day another dairy queen,neutral,0.0,1.0,0.0,0.0
126,"DAIRY STILL KILLS! 🥛🩸

Join an event near you as part of the @AJPReact #DAIRYSTILLKILLS campaign… https://t.co/5D9MzAX6T6",,,['DAIRYSTILLKILLS'],DAIRY STILL KILLS      Join an event near you as part of the    DAIRYSTILLKILLS campaign   ,negative,0.23,0.651,0.119,-0.4648
127,"RT @Mojahedineng: May 12 - Andimeshk, southwest #Iran
Locals in the streets protesting skyrocketing prices of basic goods, including bread,…",,,['Iran'], May 12   Andimeshk  southwest  Iran Locals in the streets protesting skyrocketing prices of basic goods  including bread  ,negative,0.149,0.851,0.0,-0.4215
128,"@realLizUSA I think the reason for a lack of milk formula is your restriction on Canadian skimmed milk exports.
https://t.co/sEL7MmiqQO",,,nan,  I think the reason for a lack of milk formula is your restriction on Canadian skimmed milk exports   ,negative,0.239,0.761,0.0,-0.5267
129,"RT @qldhealth: #Calcium is the most abundant mineral in your body and vital for strong teeth and bones. 🦴🦷 

We know dairy products like mi…",,,['Calcium'],  Calcium is the most abundant mineral in your body and vital for strong teeth and bones       We know dairy products like mi ,positive,0.0,0.704,0.296,0.7906
130,I love @KLM’s logic when it comes to dietary restrictions. “Oh she ordered a vegetarian meal but she does eat eggs… https://t.co/M3kGUCS43g,,,nan,I love   s logic when it comes to dietary restrictions   Oh she ordered a vegetarian meal but she does eat eggs   ,positive,0.0,0.867,0.133,0.3818
131,"@energyisle 19. 2002: Famine In 10 Years If We Don’t Give Up Eating Fish,Meat,&amp; Dairy
20. 2004: Britain will Be Sib… https://t.co/HT54ayhnEc",,,nan,  19  2002  Famine In 10 Years If We Don t Give Up Eating Fish Meat  amp  Dairy 20  2004  Britain will Be Sib   ,neutral,0.0,1.0,0.0,0.0
132,RT @kurteichenwald: GOPrs blame Biden for baby formula shortage without explaining why. Reality:Trump's rewrite of NAFTA limited Canada's e…,,,nan, GOPrs blame Biden for baby formula shortage without explaining why  Reality Trump s rewrite of NAFTA limited Canada s e ,negative,0.31,0.69,0.0,-0.6486
133,"RT @kuttrapali26: Before Trolling Any Dark Skin Person For His/Her Skin Color, Remember Dairy Milk Has More Fan Following Compared To Milky…",,,nan, Before Trolling Any Dark Skin Person For His Her Skin Color  Remember Dairy Milk Has More Fan Following Compared To Milky ,positive,0.0,0.885,0.115,0.3804
134,10PCS L80 Pneumatic Pulsator for Cow Goat Milker Milking Machine Dairy Farm https://t.co/fMt954AO1O eBay https://t.co/JxbHCoELx8,,,nan,10PCS L80 Pneumatic Pulsator for Cow Goat Milker Milking Machine Dairy Farm   eBay  ,neutral,0.0,1.0,0.0,0.0
135,RT @kurteichenwald: GOPrs blame Biden for baby formula shortage without explaining why. Reality:Trump's rewrite of NAFTA limited Canada's e…,,,nan, GOPrs blame Biden for baby formula shortage without explaining why  Reality Trump s rewrite of NAFTA limited Canada s e ,negative,0.31,0.69,0.0,-0.6486
136,"DAIRY STILL KILLS! 🥛🩸

A staggering 28,000 male dairy calves were killed in UK slaughterhouses in 2021. 

Exposed b… https://t.co/WVmh1ifr4A",,,nan,DAIRY STILL KILLS      A staggering 28 000 male dairy calves were killed in UK slaughterhouses in 2021    Exposed b   ,negative,0.417,0.583,0.0,-0.876
137,Dairy-Free Grain-Free Magic Cookie Bars (Made with REAL Cookies!) https://t.co/7aDHypj8Lw,,,nan,Dairy Free Grain Free Magic Cookie Bars  Made with REAL Cookies    ,positive,0.0,0.577,0.423,0.765
138,"DAIRY STILL KILLS! 🥛🩸
 
@AJPReact has exposed what really happens in the dairy industry... learn more at… https://t.co/sNy7mZzWSf",,,nan,DAIRY STILL KILLS         has exposed what really happens in the dairy industry    learn more at   ,negative,0.299,0.701,0.0,-0.6739
139,dairy https://t.co/ueilucN6d1,,,nan,dairy  ,neutral,0.0,1.0,0.0,0.0
140,"Hi,
We are looking for Dairy Processing Machine Suppliers for 50,000 Lts/Day Milk, Ghee, Cheese Processing near Vas… https://t.co/GnXp97Lwi2",,,nan,Hi  We are looking for Dairy Processing Machine Suppliers for 50 000 Lts Day Milk  Ghee  Cheese Processing near Vas   ,positive,0.0,0.88,0.12,0.3818
141,"#JubilantJammuKashmir
Union MoS for Cooperation and Development visits Ganderbal, inspects functioning of Tulmulla… https://t.co/Lu0R4rQN2r",,,['JubilantJammuKashmir'], JubilantJammuKashmir Union MoS for Cooperation and Development visits Ganderbal  inspects functioning of Tulmulla   ,neutral,0.0,1.0,0.0,0.0
142,RT @AsnetKenya: The Agriculture Sector Network (ASNET) in partnership with the USAID Feed the Future Kenya Crops and Dairy Market Systems (…,,,nan, The Agriculture Sector Network  ASNET  in partnership with the USAID Feed the Future Kenya Crops and Dairy Market Systems   ,neutral,0.0,1.0,0.0,0.0
143,"@Robertisbob @bauhausandmies Thing is, since 90?% of dairy product is exported and the domestic market, less than 1… https://t.co/9RsEa7t1q1",,,nan,    Thing is  since 90   of dairy product is exported and the domestic market  less than 1   ,neutral,0.0,1.0,0.0,0.0
144,"#JubilantJammuKashmir
Union MoS for Cooperation and Development visits Ganderbal, inspects functioning of Tulmulla… https://t.co/tKCNOrVCi0",,,['JubilantJammuKashmir'], JubilantJammuKashmir Union MoS for Cooperation and Development visits Ganderbal  inspects functioning of Tulmulla   ,neutral,0.0,1.0,0.0,0.0
145,"RT @Mojahedineng: People rush to stores in Ahvaz, southwest #Iran, as prices of food soar

Videos show people desperately grabbing anything…",,,['Iran'], People rush to stores in Ahvaz  southwest  Iran  as prices of food soar  Videos show people desperately grabbing anything ,negative,0.126,0.874,0.0,-0.3818
146,"RT @coel_komugisha: ""Uganda is the No.1 coffee producer in Africa. We also have opportunities in tea, cocoa, dairy and dairy products, meat…",,,nan,  Uganda is the No 1 coffee producer in Africa  We also have opportunities in tea  cocoa  dairy and dairy products  meat ,positive,0.096,0.789,0.114,0.1027
147,RT @kurteichenwald: GOPrs blame Biden for baby formula shortage without explaining why. Reality:Trump's rewrite of NAFTA limited Canada's e…,,,nan, GOPrs blame Biden for baby formula shortage without explaining why  Reality Trump s rewrite of NAFTA limited Canada s e ,negative,0.31,0.69,0.0,-0.6486
148,RT @kurteichenwald: GOPrs blame Biden for baby formula shortage without explaining why. Reality:Trump's rewrite of NAFTA limited Canada's e…,,,nan, GOPrs blame Biden for baby formula shortage without explaining why  Reality Trump s rewrite of NAFTA limited Canada s e ,negative,0.31,0.69,0.0,-0.6486
149,"#JubilantJammuKashmir
Union MoS for Cooperation and Development visits Ganderbal, inspects functioning of Tulmulla… https://t.co/dN4AS1hYgm",,,['JubilantJammuKashmir'], JubilantJammuKashmir Union MoS for Cooperation and Development visits Ganderbal  inspects functioning of Tulmulla   ,neutral,0.0,1.0,0.0,0.0
150,"RT @Mojahedineng: #Iran — Protests over skyrocketing prices of basic goods, including bread, milk, dairy products, poultry, and cooking oil…",,,['Iran'],  Iran   Protests over skyrocketing prices of basic goods  including bread  milk  dairy products  poultry  and cooking oil ,negative,0.106,0.894,0.0,-0.2263
151,"#JubilantJammuKashmir
Union MoS for Cooperation and Development visits Ganderbal, inspects functioning of Tulmulla… https://t.co/rATZGWYlSr",,,['JubilantJammuKashmir'], JubilantJammuKashmir Union MoS for Cooperation and Development visits Ganderbal  inspects functioning of Tulmulla   ,neutral,0.0,1.0,0.0,0.0
152,"RT @Mojahedineng: #Iran — Protests over skyrocketing prices of basic goods, including bread, milk, dairy products, poultry, and cooking oil…",,,['Iran'],  Iran   Protests over skyrocketing prices of basic goods  including bread  milk  dairy products  poultry  and cooking oil ,negative,0.106,0.894,0.0,-0.2263
153,"RT @Mojahedineng: #Iran: long queues at stores as price of food staples soars. Simple daily goods such as bread, milk, dairy products, eggs…",,,['Iran'],  Iran  long queues at stores as price of food staples soars  Simple daily goods such as bread  milk  dairy products  eggs ,neutral,0.0,1.0,0.0,0.0
154,"#JubilantJammuKashmir
Union MoS for Cooperation and Development visits Ganderbal, inspects functioning of Tulmulla… https://t.co/wL9ZX1Yjda",,,['JubilantJammuKashmir'], JubilantJammuKashmir Union MoS for Cooperation and Development visits Ganderbal  inspects functioning of Tulmulla   ,neutral,0.0,1.0,0.0,0.0
155,"@DinshawOfficial Kesar Pista

@DinshawOfficial
 
#Dinshaws4UAlways 
#ContestAlert #play 
#icecream #yum #dairy #win… https://t.co/dhDaA2jyLb",,,"['Dinshaws4UAlways', 'ContestAlert', 'play', 'icecream', 'yum', 'dairy', 'win']",  Kesar Pista       Dinshaws4UAlways   ContestAlert  play   icecream  yum  dairy  win   ,positive,0.0,0.53,0.47,0.7351
156,"#JubilantJammuKashmir
Union MoS for Cooperation and Development visits Ganderbal, inspects functioning of Tulmulla… https://t.co/TZQryVGHKG",,,['JubilantJammuKashmir'], JubilantJammuKashmir Union MoS for Cooperation and Development visits Ganderbal  inspects functioning of Tulmulla   ,neutral,0.0,1.0,0.0,0.0
157,"@rwgwlg @rafmanji Given we only consume 5% of dairy production domestically, it’s hard to imagine.",,"Place(_api=<tweepy.api.API object at 0x7f0768d9c810>, id='01053ddc5d556374', url='https://api.twitter.com/1.1/geo/id/01053ddc5d556374.json', place_type='city', name='Masterton District', full_name='Masterton District, New Zealand', country_code='NZ', country='New Zealand', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f0768d9c810>, type='Polygon', coordinates=[[[175.435069, -41.196326], [175.435069, -40.672919], [176.271571, -40.672919], [176.271571, -41.196326]]]), attributes={})",nan,    Given we only consume 5  of dairy production domestically  it s hard to imagine ,negative,0.113,0.887,0.0,-0.1027
158,#ShopeeMY22 #ShopeeMy Chocolate Cadbury Dairy Milk CHOCOLATE Mini Bites Bar 4.5g (1 Piece) Coklat RM 0.29! https://t.co/G5H2m0rMd9,,,"['ShopeeMY22', 'ShopeeMy']", ShopeeMY22  ShopeeMy Chocolate Cadbury Dairy Milk CHOCOLATE Mini Bites Bar 4 5g  1 Piece  Coklat RM 0 29   ,neutral,0.0,1.0,0.0,0.0
159,"RT @DinshawOfficial: Dinshaw's Contest Alert
Play &amp; win exciting prizes
Follow these simple rules to enter
1- Follow DINSHAW'S on all socia…",,,nan, Dinshaw s Contest Alert Play  amp  win exciting prizes Follow these simple rules to enter 1  Follow DINSHAW S on all socia ,positive,0.0,0.49,0.51,0.9274
160,"RT @DinshawOfficial: Dinshaw's Contest Alert
Play &amp; win exciting prizes
Follow these simple rules to enter
1- Follow DINSHAW'S on all socia…",,,nan, Dinshaw s Contest Alert Play  amp  win exciting prizes Follow these simple rules to enter 1  Follow DINSHAW S on all socia ,positive,0.0,0.49,0.51,0.9274
161,"RT @HeshmatAlavi: Neyshabur, NE #Iran 
Locals in this city have joined protests across the country over skyrocketing prices of food staples…",,,['Iran'], Neyshabur  NE  Iran  Locals in this city have joined protests across the country over skyrocketing prices of food staples ,negative,0.095,0.905,0.0,-0.2263
162,RT @kurteichenwald: GOPrs blame Biden for baby formula shortage without explaining why. Reality:Trump's rewrite of NAFTA limited Canada's e…,,,nan, GOPrs blame Biden for baby formula shortage without explaining why  Reality Trump s rewrite of NAFTA limited Canada s e ,negative,0.31,0.69,0.0,-0.6486
163,"RT @nendaishi: 今日の「Dairy News」の紙面にて、弊 #ニューヨークよさこいチーム紅玉 の活動が取り上げられています～！

明日はJapan Day Paradeという外務省後援の一大イベントで踊ります。81st～68stにかけて、12時ごろからパレード演…",,,['ニューヨークよさこいチーム紅玉'],     Dairy News                                               Japan Day Parade                     81st 68st     12           ,neutral,0.0,1.0,0.0,0.0
164,RT @kurteichenwald: GOPrs blame Biden for baby formula shortage without explaining why. Reality:Trump's rewrite of NAFTA limited Canada's e…,,,nan, GOPrs blame Biden for baby formula shortage without explaining why  Reality Trump s rewrite of NAFTA limited Canada s e ,negative,0.31,0.69,0.0,-0.6486
165,"RT @cleverwebber: I think we all know at this stage that the whole metronidazole-alcohol-disulfiram thing is some relic of an ancient era,…",,,nan, I think we all know at this stage that the whole metronidazole alcohol disulfiram thing is some relic of an ancient era  ,neutral,0.0,1.0,0.0,0.0
166,"RT @DrNealBarnard: Starting today, New York City public school cafeterias will go vegan on Fridays! @NYCMayor's new policy gives students a…",,,nan, Starting today  New York City public school cafeterias will go vegan on Fridays    s new policy gives students a ,neutral,0.0,1.0,0.0,0.0
167,"RT @Mojahedineng: May 13 - Ardabil, northwest #Iran 
More footage of locals protesting rising prices of basic goods, including bread, eggs,…",,,['Iran'], May 13   Ardabil  northwest  Iran  More footage of locals protesting rising prices of basic goods  including bread  eggs  ,negative,0.141,0.859,0.0,-0.4215
168,@delaneykingrox I am lactose and fructose intolerant and eating dairy or fruits makes me super tired and exhausted.… https://t.co/IihPzjee4Y,,,nan,  I am lactose and fructose intolerant and eating dairy or fruits makes me super tired and exhausted    ,negative,0.242,0.583,0.175,-0.128
